Class,Time,Amount,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7
0,122289.0,7.99,-0.328198581455157,0.156158749748894,-0.0884266229824166,-0.127820175070595,-1.4428020478924617,0.0527756126657467,-0.656121963520574
0,56890.0,93.25,-0.246348413227407,0.289861549227205,-1.70761965455806,-0.991970054601792,-0.7004420249920992,-1.44690971347854,-0.251085909159014
0,48412.0,5.0,-0.149960561062238,0.0911441411055409,0.142012207150243,-0.466890451006014,1.0115333211026074,,0.059399483146048
0,84473.0,16.99,0.115629055413435,-0.393784670802312,-0.395728476251232,0.448534104452389,-0.2414144989833415,0.254446852594968,-0.72108692392787
0,136357.0,-1.29,-0.523797020263017,0.729782011989441,-0.0157348858729506,0.192468628101429,2.223685088512916,,-0.735130645975853
0,62559.0,9.42,-0.687714818007134,-0.547410304193645,0.377246948987999,-0.325607042615928,-0.1056268660737651,1.92095798348338,-0.391467946326569
0,134080.0,15.0,-0.505724866555017,0.268253262355088,0.477497241096033,0.359669468070126,0.5446159916302411,-0.647073545653999,-0.3386485235162
0,151275.0,0.76,1.90965086409958,-2.33309143076884,1.3330431029823,0.48509777954116,-0.21875113260422546,-0.893843560789663,0.172806975038105
0,71150.0,5.76,-1.34862913641048,-0.417301648254107,0.631840841148824,0.999678503022296,0.46466750611005453,-0.113867846900066,-0.138625411843731
0,86350.0,4.49,-0.20762812263235,0.0472390077429364,0.182512055255759,-0.362820787416776,0.20837346914916738,0.413039056470382,-0.116881295781946
0,42181.0,103.55,1.29956833665614,0.332882825585735,0.0986066105697144,-1.66176370961213,-1.0364813910760078,-2.55508558604299,0.634090747902035
0,38583.0,199.11,0.1119105897037,0.454398741097163,0.444391600891105,-0.108374963564815,-0.5813397781285259,0.570407889492721,0.880649731633063
0,47702.0,88.61,-0.486261700914983,0.332348199103723,-1.3552918950565,0.0496193187152592,-0.9151643056067844,-0.936072619320412,0.229391333015071
0,32245.0,23.03,-0.163560617888923,-0.0760180252956931,-0.450512173872671,-0.0234402870600394,0.10093848819836361,-0.206111332029117,-0.819374646303631
0,33775.0,8.84,-0.225400371635976,-0.112394798343698,-1.00123452180724,0.29695676737188,-0.8046212695635703,-0.15204728969624,0.447706329155671
0,130612.0,45.0,-0.269596883176867,0.730579304311935,2.90205463347772,-0.748488491709906,1.8993532483275557,,0.206024643035191
0,155207.0,7.25,-0.533272458717125,-0.24161124975603,-0.169086760306624,0.453210612174308,-0.263126989277617,-0.889479803422658,0.89223795639455
0,125165.0,241.5,-1.1181959326453,-0.0036227849611767,0.88766431293308,0.886331368780892,1.4086055652452456,,0.412478980128933
0,124067.0,232.0,-0.825121588569453,-0.0335998929245159,-0.794351691284755,0.429811125732822,-1.3555366871415042,-0.344423987066989,0.72367338172173
0,73110.0,0.35,1.11640700604673,-1.30169984032105,-2.1443940423335,0.387058218425399,0.18341350169883677,0.342807991259109,1.42147300600065
0,35098.0,1.0,0.0897831739695244,1.01963558943924,2.37563644359446,-0.455568456010418,1.2430792907388837,,0.225462146762326
0,146057.0,61.54,0.721739802222123,-0.942917835604881,1.0614219979145,-0.0727239908331119,0.6606032953060851,-0.241146039529078,0.252299981840395
0,87340.0,1.79,-0.740914706289036,0.362669020068885,0.442939150065487,-0.16833003932551,-0.5723467542289083,1.45040552300048,1.30292873570877
0,38663.0,99.0,0.162582997165825,0.261489667869029,-0.461144489723684,1.04961167309935,-1.1635344538901125,0.676083945911235,0.3446225361821
0,54393.0,1831.8,0.0611117053820603,0.013858128984164,-5.2050077244952,0.648712424538207,-1.2351425783205532,-0.84944514552053,-0.124524975800347
0,55297.0,7.68,-1.23709419360267,-0.290158824170516,1.99195116788488,0.874481717416397,0.657667329032761,0.935964596529511,-0.671925234827787
0,149223.0,75.52,0.695592567786173,-0.718699064009154,-0.324309651605559,0.419126946159794,0.6201938922337675,-0.330467283525927,-1.41946995898908
0,56130.0,53.08,0.536254422767562,-1.20837533857848,-2.14668377029598,-1.82513504819584,1.3950853641358145,,-0.260618632145936
0,1647.0,28.52,0.642959503129652,0.0607546688106517,0.966206931190895,-1.23889596329058,-1.8022785114453765,-0.633996863154188,0.368178535536636
0,167951.0,14.13,0.33128209999449,-0.525290134240234,1.05727514047119,0.551732216496824,-0.25121479219836435,-0.982110482579269,-0.40744707731623
0,98153.0,7.57,0.141647223319501,1.51194290970209,2.04291916910746,0.0786201037137717,0.31866509558206274,0.575945995661878,0.130098696280682
0,130802.0,2.99,-1.07945851252096,0.140188769768872,-1.01721873416601,1.05851524544904,0.405066824284197,0.353389939677629,0.869124589181802
0,62302.0,0.15,-1.08280780479707,0.179935229632699,0.0611152649318044,0.93352011476039,-0.3329556980573572,-0.106973466938012,-0.300234830391382
0,40812.0,1.79,-0.033870376058657,0.694394777494095,5.05658152185111,-0.0935022396086328,0.9907491830403697,0.928335732335309,-2.1291663370152
0,65382.0,1.29,-0.396173417674355,0.463667639803761,-0.234209108431296,0.20715734640453,-0.21821498846646994,0.0592134018658472,-0.517493620757687
0,130497.0,67.0,-0.133002829209339,-0.613785952309515,-1.60584808359593,0.348729999515889,-0.5115981919296785,1.63553006373019,-0.0026393244720506
0,42833.0,7.0,-0.718300538332138,0.322475005135942,0.169509300379329,0.586847465759147,-0.4385504064966166,0.386932657304937,-0.317987054917866
0,132709.0,1.98,-0.338686711921209,0.088408125243119,-0.0643671370266546,-0.151989924763381,0.632774065176812,0.045516070425657,-0.620350407134275
0,151588.0,1.0,-0.6971594395482,0.729081715168589,0.277566071871162,-0.0464543819371203,0.406474046556132,0.176242643515014,0.938393094078896
0,155285.0,98.9,-0.406225733277031,-0.0155405571786919,-0.372404901379194,-0.008412905938247,1.0683519590672093,,0.103471243127545
0,54492.0,189.85,-0.0254261311551621,0.221530575214701,-0.297182300912658,-1.58652592888977,0.2960319294067908,0.143225450511218,-0.173327603534956
0,127795.0,42.86,1.04688745225508,-1.49883457592874,5.99605390529809,-0.974209933269438,-1.2651355114278449,0.440321103319025,0.70807708883918
0,66494.0,7.25,-0.647501952637733,0.0821885228835575,0.479801186505666,0.146412837583032,-1.0751864124317307,-0.50044796402365,0.108540250540274
0,75168.0,35.8,-0.506584101455596,0.514716578356862,-0.197206743228822,0.324918139462488,0.5025798239672974,-0.335424719299322,-0.348594890513125
0,61244.0,1799.45,-0.135176176569334,0.557294049285481,-0.14111694050325,-1.23689989876463,-1.5031836058255048,-0.152530667493909,-1.93347271966913
0,60890.0,1.98,0.302585365390253,0.0561610355826631,-0.231259611049344,-0.692389646976373,-0.6842633778666211,0.103609725901349,-0.316782512582524
0,129094.0,1.29,-0.574978804961097,0.551535126966791,0.0641981076090449,0.150455169473029,-0.593199028027723,0.248207280309034,-0.661778369640375
0,53832.0,1.0,-0.310921013854565,-1.41668268446664,1.62887246589715,-0.0799762516803766,-0.22866621944573365,-0.862069029629712,-0.108546255984872
0,152429.0,115.06,0.93626811844232,-0.123107016430671,-2.0244001726529,0.380629112712563,0.9735398622801583,0.537343700800591,0.794035607910755
0,166497.0,8.98,0.617076035008599,-1.20550631180938,0.474270741273585,0.311750655752716,-0.26197644836025974,-0.487890820191175,-0.88972915194239
0,140858.0,436.0,0.449752751625745,-0.579193823780578,-1.90117369577886,-0.456636328506879,0.3096325820854586,1.3315070769962,-0.0345512421606201
0,165845.0,59.85,-0.30894665686874,0.57240291090728,-1.06056698939269,-0.198894445599036,0.4526228989291015,-0.754739692476766,0.895193066703612
0,74528.0,1.0,0.626758963124977,-1.21470382259171,0.100144941541227,0.465749378379986,-1.9501302520895742,-0.589689694427669,-0.0118701609773367
0,151789.0,148.0,-0.738650345081265,-0.0988208034051158,-0.250542675938789,-0.909500273347331,-1.6580017055313871,-0.443415072921862,-0.564345509664794
0,158349.0,0.89,0.266369064794797,-0.721903445267368,0.421062056765247,0.43802208230619,-0.5853121238284251,-0.221741666332638,-0.762197876894691
0,38050.0,126.51,-0.036000384660198,0.331225076759179,-0.392431298265504,-0.0325349400766297,-0.01796475185611773,-0.790316812371552,-0.14590100637261
0,70043.0,100.5,1.03362336013852,0.0713151103779752,-1.2365372442662,0.430026749394167,-0.5478103382500709,0.507164551420158,0.0514523122317747
0,80302.0,152.0,0.505786783846903,-0.426997046033844,-2.12826326461849,-0.194160905480999,-0.9649300837959197,1.34090148044666,-0.437504511686075
0,162933.0,54.99,-0.899409796194073,-0.301347584279458,-0.048366714172107,0.393045928935062,-0.3790266337117317,-0.223034978347839,-0.495459327811593
0,121166.0,14.99,-0.406341561917028,-0.111135143389228,-0.572533911370301,0.037279964682963,-1.5987970170085897,-0.195713132737778,-0.299853697335828
0,39112.0,70.65,-0.354809105464539,-0.353302702132835,2.0411315261419,0.3291144810369,-0.029953501909241745,0.734013468171048,-0.930629825659834
0,120415.0,165.0,-0.892580009509925,-1.09258578834455,-0.22119622820919,1.95651526216722,-0.6140077648036009,-0.256038479957269,0.588373345347296
0,126824.0,191.14,0.655044686705831,-1.77920215342265,1.39181391990873,0.669055900158539,0.9399998741031235,-1.63263944809117,0.36525466703731
0,134285.0,890.0,1.61633983027576,-0.247198489875731,-1.44801849436926,-1.76479737022897,1.0032691024360647,,-0.953494867183967
0,80064.0,60.49,0.971504739804397,-0.846650832953887,-1.64385862743402,-1.92494563845139,0.31971013242823904,-1.88419449600686,1.30825778548927
0,75041.0,21.2,0.216471020780376,-0.254250837888178,-0.918717352268523,1.27672962770696,0.3654923155717794,0.489291480188926,0.222871931312437
0,118475.0,638.59,0.374346233367178,-0.340045085209793,-1.51558929527955,1.05191472168303,1.0997729999673094,,-0.947192303760292
0,130452.0,80.09,0.273534269166183,0.442574472457539,-0.292727545016012,-0.459121846538354,-1.0694803958840489,-0.579528051633298,-1.34982764832736
0,127916.0,32.0,-0.285416200500868,0.907400773712747,0.750211720268502,-1.94880025779381,-0.5015731716026222,1.52570914810742,0.479413562051624
0,127236.0,7.57,-0.718816864783367,-0.287020336687121,1.00858824794748,0.472714791433096,-0.009819842104813516,0.682389530310707,0.58348626047845
0,156495.0,69.0,-0.151707353790768,0.372658715728177,0.124165616922035,-0.156675693433331,0.8385952633804465,-0.341173261836148,0.848054603602611
0,37887.0,62.65,0.700479341096685,-1.01801252350021,-0.383503533674091,0.248198693914112,1.0777074931137518,,-0.622475499404992
0,77442.0,12.99,-0.154979639951776,0.178887868435825,0.627641629780647,-0.284737681437273,0.606763904565034,-0.611997646886862,0.0986413927478467
0,131082.0,19.6,-0.0666683378030898,1.145290825357,1.45401070162329,-0.88166795623866,-0.21546059062504974,0.418654711174242,0.757512332963256
0,78262.0,12.31,0.636860930391453,-1.41750769080661,2.12851982446467,0.431922150229057,-0.1705737882130194,-0.713639317418101,-0.584964354829736
0,51757.0,0.99,0.526858329297831,0.977779987531898,-0.791710330644504,-0.37374297890267,0.393568242684733,0.425444973374475,0.551697403743246
0,50044.0,103.93,-0.324199564870057,0.544588533091575,-0.724955888300015,0.391202001886157,1.5980877470612362,,-0.931479335407807
0,42486.0,0.12,-0.561256315949827,0.0979291962721884,-0.361036548781998,0.247500908769008,0.6423440748984282,-0.0615943029490447,-0.73532848680069
0,73786.0,0.75,-0.105214353142859,0.386099381314688,-1.15341544370331,0.302783642959491,-1.3304735121021696,-0.179594807264714,-0.36545730164361
0,54368.0,30.0,-0.358477714674836,-0.768493297465248,0.0690411469257857,-0.01825132568501,1.606296916431211,,-0.0670009675913356
0,74044.0,0.89,-0.385439279344684,0.173726558445833,-0.0849725590823824,0.207056161839398,0.23053355534841974,-0.306089844906864,-0.608239597698384
0,106638.0,11.27,0.292786516759186,1.41383640012454,0.0856909656485526,-0.190233869408543,-0.7908081146594993,-1.11863512241295,-0.532756981433984
0,21454.0,11.85,0.25478878174579,1.36880104725439,-0.335100878452641,-0.156669716160116,0.10152526598766838,-2.34382475037265,0.331966556287438
0,155049.0,19.95,0.165108313981406,-0.258475184211898,-1.07256802641154,1.24789626010247,0.9516707346629598,0.767379179038781,0.854184067838588
0,30595.0,135.0,0.909736727110222,0.34342757928386,-0.840492505237593,-2.16694370228228,-1.1626541604893854,0.692266255320105,-0.118222038384056
0,36507.0,119.0,-1.2788335223282,-0.174667237666361,0.767616434320346,0.347783964504488,-0.4141750571826037,-0.749678056992984,0.308486732290301
0,148017.0,54.99,-0.85851171823865,-0.299418132251563,-0.331250887152175,0.344519275642536,-2.0386910965740026,-0.218018032171733,-0.420941804786683
0,42889.0,82.0,-0.0051827629061745,0.334822744453069,-0.304112123612641,-0.230102059015276,-0.24428802506507913,-0.0765143320320223,-0.433704730695434
0,72603.0,97.55,0.270307912396035,0.160664995596415,-0.881368630718038,-0.95200550557582,-0.7154579976414365,-1.12456209924037,0.268502798250047
0,166798.0,0.89,-0.487763706925566,0.218298325370929,0.621977216570039,0.292034997193547,-0.8209085604857131,-0.960621813262499,-0.226342325442834
0,34618.0,38.99,-0.459432478767221,0.234334552287098,-0.326278603953528,0.349648034724033,-0.10875849709231893,-0.398989373077413,0.118487633999874
0,130806.0,167.0,-0.240924730267883,-0.423426558713084,-0.715918316730024,0.450995431237507,-0.22196875381244954,0.777017782361403,-0.114618645689204
0,148189.0,14.0,-0.471801455058467,-0.0925132958030812,0.336546290622455,-0.328636877738046,0.7909832197713942,0.165706772716509,-0.667732734373037
0,135537.0,48.0,-0.265262051596011,0.453901850547355,-0.0215691491487531,-1.8321428432489,-0.7952355463329638,1.12234058430286,-0.319927247439847
0,51594.0,20.0,-0.0465158632789829,-0.135165806646166,-0.681907108554131,0.0458961664937273,-1.4486495453076031,0.939770327017601,-0.0624402645053604
0,60167.0,14.79,1.68748159939295,-0.414368832817061,-1.03023222298903,-1.59829672192668,0.603405706466542,-0.390998841821064,-1.45917867782153
0,47354.0,27.99,-0.189097935418842,-0.0834874009462413,-1.14768922187271,0.180699878932908,0.08396074838045299,-0.124944855773569,0.434859276587761
0,84245.0,10.0,0.0964583198959423,-0.0527190620394159,1.95506615495288,1.0502613864653,0.26264182925776697,0.496920392062701,-0.364391023840258
0,108661.0,180.55,0.77053398813586,1.35474893096564,-0.716114766628452,1.08840902936907,0.3852149072584553,0.461671711133619,0.360340704551404
0,123617.0,99.59,-1.61139445976585,-0.951854553020544,0.388414623106639,1.4733971525646,0.9841226629594975,1.60086354068113,0.393068754850604
0,139590.0,12.36,0.641893749334615,-1.39991396240103,0.764123956381891,0.0033330775701132,1.4982452865774891,,0.405009151211239
0,19911.0,5.0,1.40146682151638,0.93538291145594,-1.00991251188799,0.540923361438565,1.0662438130967697,,-0.140893242698181
0,70380.0,538.55,-0.256141885780727,0.353905396721015,-1.79784669911848,-0.842897890258159,-0.19755599828260598,0.388299902274245,-0.509229164595308
0,52245.0,15.0,-0.1390502432624,1.21746510069681,-0.226819905105433,-0.0483656192109536,-0.3484140751122575,-2.53259631189228,1.17066214779349
0,73474.0,0.79,-0.0039878424998075,0.717782196795555,0.0878945852507506,-0.457661216519898,0.8953508259114411,-0.0285723177646328,0.637201782900101
0,143059.0,15.0,0.555884726742555,-0.392323724591884,-1.30936923940551,-0.672746642888601,0.6922173195641029,1.57292918371863,0.0600711812301958
0,159217.0,7.56,3.64389300984449,-3.66412169148035,2.47369637334519,1.10286456679802,0.6850926369299724,-0.436193926063301,-0.200078878188175
0,114083.0,4.49,-0.112754480061278,-0.961296764376676,1.27706114493639,0.660798833002116,1.4225430331407292,,-0.77763243031183
0,139427.0,3.99,-0.0541174028648211,0.688962289836829,0.709561728410619,-0.583757906161528,-0.10196363053628696,-0.579925419702894,0.262220077576862
0,47038.0,1.0,-0.808417900783489,0.718209372304436,2.55684081804591,0.112263780616446,-0.5247821106236197,0.108141563395923,-0.243188266887587
0,78028.0,125.9,-0.407102842017652,-0.584284200724419,-1.8652137207548,-0.655409994851715,1.016395673696336,,0.0640496492287672
0,151367.0,19.8,-0.227757580520176,-0.558569518099306,3.51573384162602,-1.11390205470215,0.30202453536046503,-0.203621550450804,-0.40136843449415
0,94811.0,1.0,0.434255348451882,1.97779852956601,-0.102332831069405,0.256120949625833,0.06485936390808023,-0.56936780664434,0.480630588812952
0,163739.0,15.99,0.210708738538203,0.968919222176989,3.19896831717937,-1.10487903729812,0.36140604022666917,-0.0798372343473156,0.508883664410279
0,146398.0,118.37,-1.13479949265911,0.296339488455887,-0.292277327800657,0.738279271087582,-0.03259775803507271,0.0341425720627886,0.621435012130413
0,72610.0,145.96,0.241054272226329,-0.50122362250769,-0.756100059995548,-0.0568915569010732,0.23668558095569187,-1.55249093756804,-0.222537612780854
0,145913.0,16.47,0.727926253671068,-1.50094672221267,0.260758624862554,-0.0484660801513459,1.517195094673285,,1.25433509629142
0,115515.0,6.01,-0.165149484494794,0.199606874728201,0.0888125437590913,-0.130114329260132,0.1491295513148852,-0.125199842546805,0.57955116287064
0,162374.0,48.94,0.88371855449076,-0.855483856459879,0.0334089980020911,0.309323454243072,0.04828163580970405,-0.633967342674911,-0.550052186799245
0,134414.0,67.99,-0.666631978683453,0.01780742747131,-0.801419727214261,0.160678788339031,0.03066223347668852,-0.231507729897488,0.829043328126047
0,74555.0,-15.13,0.645168536612419,0.55259070471947,0.171322106726245,-1.10943871987511,2.623343479727942,,0.0771244888144258
0,68559.0,29.8,-0.222738780892,0.260510328724914,-0.124081318088119,-0.163422070908466,0.4271158800358691,-0.0052484527160164,0.395495320054361
0,68408.0,-26.99,-0.88455428792783,0.491688915025109,-0.085912691151006,0.634192171134309,2.0273360602544312,,-0.156585144015883
0,63424.0,9.99,-1.31316497725587,-0.885382375508852,0.303545332560496,0.801084823307919,0.4320288597785682,-1.12043189832607,0.285025236564693
0,94159.0,2.28,0.302917077386472,1.46348241782121,0.513408592143461,-0.144957806653989,0.13369542793530625,-0.793362228290841,-0.721219045397973
0,79867.0,9.99,-0.362514943165487,-0.404029840698182,0.711320661535576,0.586811526267747,-1.9119014698916865,-0.976564454587989,-0.552941973481552
0,72897.0,112.58,0.586304535815839,-1.38311207034325,0.393434761440482,0.850731031764869,-0.4273803855745994,-0.735531053490706,-0.326528953095479
0,122985.0,1.0,0.403725774915692,0.909016467474897,1.47413616589092,-1.29215705375568,-0.09014171589795845,0.231649905881303,0.74936277545036
0,123868.0,45.0,-0.213130376499974,-0.0793140750944611,-0.560099709627674,0.174291534504658,0.06411353584437623,-0.603442500853708,0.266165397485078
0,82376.0,3.98,0.370290410169254,1.25671099972869,-0.420317627040302,0.0378579364912633,-1.024478736971892,-0.600896731540463,0.101669353773512
0,132291.0,19.27,-0.483744457228945,-0.165318353203919,-0.860302293875939,0.0683826057086817,-1.276580823515205,-0.15957546402891,0.970771244572484
0,30483.0,0.99,-0.264345697423414,0.149070806579283,-0.684830943733283,0.118519782970225,0.7759210883333084,-0.084125957023201,-0.595645537849258
0,149176.0,56.16,0.286761031889111,0.340884603707507,-0.136972614867357,-2.79230279817852,0.8512702524004868,-0.0757254031963132,-0.287440845010055
0,141222.0,1.0,1.43938125435655,-2.40942023869651,0.803452168186563,0.991225288430533,-0.0075409709787301014,-1.04688070458685,0.584483293556261
0,90483.0,-38.03,1.518968711401,0.797887458206609,-1.27376760659204,-0.317061780024606,2.665960395382464,,0.653156226102794
0,57621.0,80.61,-0.543871915215502,-0.0517155888765357,1.31596788455815,-1.11852609828127,-1.587990331629343,0.775983069876999,-0.819392732490572
0,76031.0,8.99,0.239688878204413,0.10616761850687,-0.397263897039192,0.556840575008909,-1.1374908491826319,-0.706758570738683,-0.790655151953028
0,130505.0,10.0,-0.101382433326271,-0.534377437010154,0.140075349568688,-0.409895109393318,-0.5955618518813312,1.12829476466645,0.194452590644256
0,158259.0,0.76,2.67087927258533,-0.726428740593955,1.0886735801164,1.02093719639237,-2.2280121410345823,-3.14736946996053,0.674573108100039
0,30457.0,15.0,1.49473994492265,0.249253721329748,-0.0916855880873635,-1.75398947479053,-1.405853670142287,1.471396278042,0.461464779917483
0,96460.0,-12.8,0.247303894872971,1.73609268180048,0.307642267133704,-0.279388480565916,2.3233090402644505,,0.289224603317895
0,27016.0,3.28,-1.02781037925402,0.426244298925286,0.555855539182031,1.01135094143084,-0.7028235750615324,-0.815865510009094,0.173524624815238
0,66278.0,11.78,0.46811665840971,0.0439978955302265,-0.992167281070311,0.0226239518995797,-2.006984049260696,0.496172820350281,-0.009886443835461
0,134294.0,2.31,-0.735401172624826,0.588556607033619,0.980485015367566,-0.538028991031327,0.8454547710348599,1.54438843996886,0.829614596199641
0,119144.0,49.5,-0.325875464862826,0.799709057166701,0.592495828024788,-0.420053986973666,-0.9981673652153169,0.299519563773942,0.511087572975191
0,38589.0,115.0,0.254074299201465,-0.229171259200912,-0.797838631880645,-0.456665837895973,-1.6121221551790772,-0.54195413904804,0.921573601470327
0,77276.0,25.69,0.223238073504576,0.117686535990969,-1.37979385610147,-1.48477093307584,-0.6174481871975074,0.707277803891118,-1.24675368121849
0,129413.0,94.59,0.631816026102358,-1.14251274246004,0.589858628653292,0.267467222752649,0.15307246584218778,1.48920969265341,-0.45398920289156
0,150986.0,1.99,-0.446209760638836,0.0615523284439703,0.143813425746243,-0.351829377857811,-0.30412594817398686,0.211936281947557,0.831741012428917
0,124713.0,19.95,1.10875768091782,-0.216360169979377,1.54717740280182,-0.0594024006018619,0.2676126301136783,0.559475406334251,0.970242437732346
0,72735.0,14.99,-0.964378743166465,-0.0941370951401789,-0.259740065752946,0.70066602246419,-0.260638436007712,-0.069950347337351,-0.245998671502925
0,155046.0,83.65,0.799320546126336,-0.427758110638602,-2.04202421211625,-0.755130605319186,0.8524333829721601,1.52901698386536,0.20713026246625
